text,label,binary_label,target_column
"I try to do that as well, there's a Goodwill near me that I donate to.",1-RAPPORT,0,4-LOGIC
It leads children out of poverty so is a large focus.,1-RAPPORT,0,4-LOGIC
"Thank you, that is wonderful and you will help a tremendous amount!",1-RAPPORT,0,4-LOGIC
What is your opinion of donating to charity? ,1-RAPPORT,0,4-LOGIC
 It was nuts - we even had a neo-Nazi mob hunting us in the streets one night. I definitely did not feel safe there. We tried to do our best to get kids registered and provide English classes and some amount of regularity for them. Save the Children created a space just for kids and mothers and were able to assist with getting them into school,3-EMOTION,0,4-LOGIC
" Well, yeah, but it's much more important to address the things shaping the lives of these children.",4-LOGIC,1,4-LOGIC
"That's why I think it's so important to donate to Save the Children. Even if we can't always be there, they are making the effort everyday",4-LOGIC,1,4-LOGIC
"I do donate directly, not just to Save the Children, but to several other organizations as well. I still have friends working over there. This HIT we're doing has offered to donate some of our income to the charity. I always take MTurk requesters up on it when they ask us to donate our earnings. ",1-RAPPORT,0,4-LOGIC
Do you know the website charitynavigator.org? It provides info on tons of organizations around the world ,1-RAPPORT,0,4-LOGIC
"Oh, no, that's just one I use if someone is recommended a charity to me. I got involved with Save the Children because I was working with a local NGO in Greece and we partnered with them frequently for English classes and kid's activities and safety",1-RAPPORT,0,4-LOGIC
 It was lovely to meet you! Thanks for donating your 30 cents! ,1-RAPPORT,0,4-LOGIC
"Hi there, how are you doing today? ",1-RAPPORT,0,4-LOGIC
"And we're not asking for a lot, just some or all of your incoming payment for your task. ",2-NEGOTIATE,0,4-LOGIC
Thank you so much for even taking the time to consider it!,1-RAPPORT,0,4-LOGIC
" I know I always feel so selfish when I'm eating lunch and I see a commercial for people who are starving, it just really gets to me and I'm so glad you care about making a difference as well! ",3-EMOTION,0,4-LOGIC
 I understand that. Everyone at Save the Children really appreciates your donation! ,1-RAPPORT,0,4-LOGIC
"Absolutely. I remember seeing ads on the television about it and it breaks my hear to see children so sad and suffering in conditions that they live in. I haven't personally witnessed experiences first hand, however, it comes down to basic human needs.",3-EMOTION,0,4-LOGIC
Are you absolutely sure you'd like to donate $0.50?,2-NEGOTIATE,0,4-LOGIC
"If you'd like to donate a few more cents, that would help even more children get out of poverty and live a much more clearer life.",2-NEGOTIATE,0,4-LOGIC
Thank you for taking the time to help assist the charity and I hope that you have a wonderful day!,1-RAPPORT,0,4-LOGIC
The organization is very professional and will use your money wisely.,5-AUTHORITY,0,4-LOGIC
"Well the bonus for this task is $1.70, you can donate all or a part of your bonus to this great cause.",2-NEGOTIATE,0,4-LOGIC
That is so generous of you!,1-RAPPORT,0,4-LOGIC
Have you heard of this charity before?,1-RAPPORT,0,4-LOGIC
 That is very kind of you.,1-RAPPORT,0,4-LOGIC
Do you have children of your own?,1-RAPPORT,0,4-LOGIC
thank you for your contribution,1-RAPPORT,0,4-LOGIC
how are you doing tonight?,1-RAPPORT,0,4-LOGIC
" I am great, thank you! glad you are good too.",1-RAPPORT,0,4-LOGIC
 do you currently donate to any charities?,1-RAPPORT,0,4-LOGIC
are you familiar with save the children?,1-RAPPORT,0,4-LOGIC
thats very generous of you!,1-RAPPORT,0,4-LOGIC
 it will surely provide a meal for a child and his/her family.,3-EMOTION,0,4-LOGIC
well thank you for donating and have a great evening,1-RAPPORT,0,4-LOGIC
Hi! How are you toad?,1-RAPPORT,0,4-LOGIC
How is the weather by you?,1-RAPPORT,0,4-LOGIC
"Yes, it looks like today is going to be warm here as well.",1-RAPPORT,0,4-LOGIC
I was going to ask you the same.,1-RAPPORT,0,4-LOGIC
Have you heard of Save th Children and the work they do?,1-RAPPORT,0,4-LOGIC
I am so glas! Thank you.,1-RAPPORT,0,4-LOGIC
Do you have kids in your family/extended family?,1-RAPPORT,0,4-LOGIC
" I have kids and a few nieces and nephews, and lots of cousins too!.",1-RAPPORT,0,4-LOGIC
"So, I never did ask, what are your plans for the day?",1-RAPPORT,0,4-LOGIC
Of course.I have seen kids dying of hunger in those countries at war.It breaks my heart,3-EMOTION,0,4-LOGIC
Many children in war zones are struggling ,3-EMOTION,0,4-LOGIC
 Childre are from different parts of the world.For example Syrian kids have died in thousands just in 2018 and Save the children is trying to help as much as they can,3-EMOTION,0,4-LOGIC
I donate evry chance that I have.Every change money I get from the groceries I put it on a bucket and donate it at the end of the month.,1-RAPPORT,0,4-LOGIC
Many children needs your help!!,3-EMOTION,0,4-LOGIC
I remmember a case of a children that lost his oparents at war in Syria.The organization took care of him and find him a place to live,3-EMOTION,0,4-LOGIC
 Hello chat partner!,1-RAPPORT,0,4-LOGIC
Doing alright.. I have a fridge full of food and a roof over my head so I can't complain.. ,1-RAPPORT,0,4-LOGIC
yeah.. I do.. my parents were always in a good situation to be able to raise me well. but there are a lot of kids in the world who arent so fortunate,1-RAPPORT,0,4-LOGIC
" im working for this organization right now Save the Children, do you know of it?",1-RAPPORT,0,4-LOGIC
" its an NGO that helps children around the world. kind of like those cheesy commercials you used to see on TV, but these guys actually do some really good work ",5-AUTHORITY,0,4-LOGIC
yah? have you ever thought about volunteering for something like this?,1-RAPPORT,0,4-LOGIC
"well you can't know entirely that they are legit until you come and volunteer, but save the children has a different kind of structure hierarchy, the director takes a minimum salary etc and all the spending is quite transparent, if you wanna check out the website",5-AUTHORITY,0,4-LOGIC
so we usually suggest a monthly donation of $5,2-NEGOTIATE,0,4-LOGIC
Have you ever donate for children in your area?,1-RAPPORT,0,4-LOGIC
"I remember a kid that lives on the strreets.He has no parents ,no one that cares about him",3-EMOTION,0,4-LOGIC
 I get in touch with the Save the Children program.,1-RAPPORT,0,4-LOGIC
It is a shame many children die of hunger everyday while some people spend money on stuff they do not need,3-EMOTION,0,4-LOGIC
Thank for helping to the cause.,1-RAPPORT,0,4-LOGIC
I hope more people think like you and me,1-RAPPORT,0,4-LOGIC
Well let me tell you about it! ,1-RAPPORT,0,4-LOGIC
"The organization collects donations that help to ensure children's rights to health, education, and safety.  The organization was able to help 155 million children in 2017, including 237,000 in the United States. ",5-AUTHORITY,0,4-LOGIC
"Some corporations, like TJMaxx help out through large amounts of funding, or they contribute in other ways. For example, TOMS has an ongoing program that donates a pair of TOMS to children in need for every pair sold and Accenture works with them to explore technologies to help survive, learn, and be protected. ",5-AUTHORITY,0,4-LOGIC
"oh no, my message has to be 3 words",1-RAPPORT,0,4-LOGIC
 Thank you for donating :),1-RAPPORT,0,4-LOGIC
Just found out there are tons of sick kids right now over seas that need help,3-EMOTION,0,4-LOGIC
You know there is an organization I donate money also too. ,1-RAPPORT,0,4-LOGIC
"It would be best to donate to a specialized organization to allocate the funds in a proper, efficient way so all children can get the maximum benefit from the money.  ",4-LOGIC,1,4-LOGIC
All of it,1-RAPPORT,0,4-LOGIC
Have you heard of Save the Children?,1-RAPPORT,0,4-LOGIC
It's a very strong and important organization.,5-AUTHORITY,0,4-LOGIC
"The lack of child support in developing countries, such as in Syria, has been growing for years now.",3-EMOTION,0,4-LOGIC
"In Syria, in 2018 alone, 1,000 children were reported to be killed of injured due to rising violence.",3-EMOTION,0,4-LOGIC
"How many dollars do you spend everyday on pointless or unnecessary items, such as a candy bar or fast food?",3-EMOTION,0,4-LOGIC
"These children have no way of earning money, as their countries are in shambles.",3-EMOTION,0,4-LOGIC
"Many die of hunger or preventable disease, up 5.6 million per year.",3-EMOTION,0,4-LOGIC
Are you from the US?,1-RAPPORT,0,4-LOGIC
Are you aware of the US bombing civilian cities in developing countries?,3-EMOTION,0,4-LOGIC
Killing innocent children for no reason at all? ,3-EMOTION,0,4-LOGIC
The refugee crisis has caused many children in such countries to be without basic necessities.,3-EMOTION,0,4-LOGIC
I agree.,1-RAPPORT,0,4-LOGIC
I would like to tell you about the organization Save the Children.,1-RAPPORT,0,4-LOGIC
I feel that this is very generous of you.,1-RAPPORT,0,4-LOGIC
Thank you for agreeing to make a donation.,1-RAPPORT,0,4-LOGIC
That is very kind of you to spread the word about this charity.,1-RAPPORT,0,4-LOGIC
Thank you for all that you are doing.,1-RAPPORT,0,4-LOGIC
This organization has been around for a long time.,5-AUTHORITY,0,4-LOGIC
"Yes it is, but this is a good organizations and I really appreciate your donation",1-RAPPORT,0,4-LOGIC
It would be a great deal to donate all or some the extra payment to children's charity,2-NEGOTIATE,0,4-LOGIC
"Millions of Syrian children have to grow up facing the daily threat of violence, 2018, 1000 children were reportedly killed or injured.",3-EMOTION,0,4-LOGIC
Your donation will help address this problem,3-EMOTION,0,4-LOGIC
"Well, think about how we spend on unnecessary things, money that we can't account for.",3-EMOTION,0,4-LOGIC
A fraction of that amount can make a drastic change,3-EMOTION,0,4-LOGIC
$.77 a day can shelter a refugee family,2-NEGOTIATE,0,4-LOGIC
"I am not a member, but I am interested in donating, what about you?",1-RAPPORT,0,4-LOGIC
"so interesting, what do they work on?",1-RAPPORT,0,4-LOGIC
"Good, have you heard about the charity ""Save the Children""?",1-RAPPORT,0,4-LOGIC
"It is an international organization, working in 120 countries.",5-AUTHORITY,0,4-LOGIC
"Yes, they are also connected to some big companies like IKEA and Disney",5-AUTHORITY,0,4-LOGIC
Thank you so much for you time and attention. ,1-RAPPORT,0,4-LOGIC
Do you donate to any charities?,1-RAPPORT,0,4-LOGIC
Me too!!,1-RAPPORT,0,4-LOGIC
Have you heard or know about Save the Children foundation?,1-RAPPORT,0,4-LOGIC
Would you be willing to donate a small amount as well?,2-NEGOTIATE,0,4-LOGIC
It looks like it costs .77 a day can shelter a family.,2-NEGOTIATE,0,4-LOGIC
For sure!,1-RAPPORT,0,4-LOGIC
I currently live in Virginia.,1-RAPPORT,0,4-LOGIC
Same here!!,1-RAPPORT,0,4-LOGIC
It was nice chatting with you and thank you for donating the .40 to Save the Children with me!! :),1-RAPPORT,0,4-LOGIC
I am doing wonderful though it is hot up here in ohio today!,1-RAPPORT,0,4-LOGIC
Yes  me too!,1-RAPPORT,0,4-LOGIC
How do you feel about children who are suffering and need help,3-EMOTION,0,4-LOGIC
I just wanted to know if you have ever donated or helped kids in need?,1-RAPPORT,0,4-LOGIC
I hear you!,1-RAPPORT,0,4-LOGIC
I supported a young girl who is grown now.,1-RAPPORT,0,4-LOGIC
Action does help but these companies do need monetary support as well or they cannot trhrive.,4-LOGIC,1,4-LOGIC
That's wonderful! ,1-RAPPORT,0,4-LOGIC
Have you head of the organization Save the Children?,1-RAPPORT,0,4-LOGIC
That makes sense to a point. ,4-LOGIC,1,4-LOGIC
Without funding the companies cannot help. ,4-LOGIC,1,4-LOGIC
"Hello, have you ever heard of Save the Children charity?",1-RAPPORT,0,4-LOGIC
It is some important because so many kids die from hunger and any small donation makes a huge difference,3-EMOTION,0,4-LOGIC
That is so wonderful of you!,1-RAPPORT,0,4-LOGIC
could i convince you to donate 50 cents.,2-NEGOTIATE,0,4-LOGIC
I just know how much difference it could make.,3-EMOTION,0,4-LOGIC
I appreciate your 25 cent donation.,1-RAPPORT,0,4-LOGIC
Could you please confirm how much you are donating today?,2-NEGOTIATE,0,4-LOGIC
Thank you so much!,1-RAPPORT,0,4-LOGIC
"Im doing great today, thanks for asking!",1-RAPPORT,0,4-LOGIC
Do you know about any NPOs? (Non-profit),1-RAPPORT,0,4-LOGIC
What is the NPO that you volunteer for?,1-RAPPORT,0,4-LOGIC
One NPO mainly being Save the Children.,1-RAPPORT,0,4-LOGIC
"You will be recieving $2 for the survey completion, would you like to donate any of your compensation to Save The Children organization?",2-NEGOTIATE,0,4-LOGIC
Thank you so much for your donation!,1-RAPPORT,0,4-LOGIC
This was a good talk!,1-RAPPORT,0,4-LOGIC
"It was my pleasure, have a good day!",1-RAPPORT,0,4-LOGIC
How did that happen?,1-RAPPORT,0,4-LOGIC
So where are you from?,1-RAPPORT,0,4-LOGIC
Have you heard of a charity called Save the Children?,1-RAPPORT,0,4-LOGIC
 I was wondering if you would like to donate some of your payment(between $0 and $2) to them? ,2-NEGOTIATE,0,4-LOGIC
You're awesome!,1-RAPPORT,0,4-LOGIC
"Thanks, well have a good night/evening.",1-RAPPORT,0,4-LOGIC
It was great to talk to you.,1-RAPPORT,0,4-LOGIC
How do you feel about people who just born unlucky?,3-EMOTION,0,4-LOGIC
I see I got a really kind person to talk to.,1-RAPPORT,0,4-LOGIC
"Just recently, not sure if you've heard of it, they are working on reuniting children who were separated from their parents at the Mexico-US border.",3-EMOTION,0,4-LOGIC
They're helping kids worldwise but also very close to home. ,3-EMOTION,0,4-LOGIC
Would you like to help by donating?,2-NEGOTIATE,0,4-LOGIC
Do you consider yourself a compassionate person?,3-EMOTION,0,4-LOGIC
Good luck to your future!,1-RAPPORT,0,4-LOGIC
"Their main mission is to ensure children's rights to health, education, safety, etc.",3-EMOTION,0,4-LOGIC
"There has been a lack of support for children in developing countries, especially in war zones.",3-EMOTION,0,4-LOGIC
"For instance, millions of Syrian children have grown up facing the daily threat of violence",3-EMOTION,0,4-LOGIC
"In the first two months of 2018 alone, 1,000 children were reportedly killed or injured in intensifying violence.",3-EMOTION,0,4-LOGIC
"There has been a lack of support for children in developing countries, especially in war zones. For instance, millions of Syrian children have grown up facing the daily threat of violence. In the first two months of 2018 alone, 1,000 children were reportedly killed or injured in intensifying violence.",3-EMOTION,0,4-LOGIC
No pressure here but do you change your mind on donating?,2-NEGOTIATE,0,4-LOGIC
"It is okay, you rock!",1-RAPPORT,0,4-LOGIC
Are you excited about today?,1-RAPPORT,0,4-LOGIC
"It is definitely a beautiful day here, too, and I am looking forward to a motorcycle ride to the mountains later today.",1-RAPPORT,0,4-LOGIC
Sounds like your trip is awesome and one I dream of doing myself some day.,1-RAPPORT,0,4-LOGIC
I own a Harley Davidson Street Glide Special,1-RAPPORT,0,4-LOGIC
It appeals to me as I prefer the more simple life and meeting new folks.,1-RAPPORT,0,4-LOGIC
"sort of coincidentally, I have been youtubing a lot of RV living stuff the last few months myself. It appeals to me as I prefer the more simple life and meeting new folks.",1-RAPPORT,0,4-LOGIC
Of course I don't mind ..,1-RAPPORT,0,4-LOGIC
"I live in Hot Springs, Arkansas",1-RAPPORT,0,4-LOGIC
you are quite the adventurer and glad to see you are pursuing your happiness.,1-RAPPORT,0,4-LOGIC
"I am very similar and part of pursuing my happiness is trying my best to give back to my community, world and friends through volunteerism and various charities.",1-RAPPORT,0,4-LOGIC
But one I would like to talk about today is one of my favorite world outreaches that has proven very good. the Save the Children international organization,1-RAPPORT,0,4-LOGIC
that is awesome .. ,1-RAPPORT,0,4-LOGIC
"I'm Tommy, by the way.",1-RAPPORT,0,4-LOGIC
"Cassidy, you'd be surprised how emotionally attached I am to them and I have never even met them.",1-RAPPORT,0,4-LOGIC
Then there is another charity I like a lot which allows for really small donations.,2-NEGOTIATE,0,4-LOGIC
I like Save the Children because they rank towards the top of reputable charities on the ranking sites.,5-AUTHORITY,0,4-LOGIC
The other thing is that they allow for small donations which have a big impact in countries like Syria where the local currency has dropped so considerably.,3-EMOTION,0,4-LOGIC
It's really really sad what's going on over there.,3-EMOTION,0,4-LOGIC
That's so generous of you.,1-RAPPORT,0,4-LOGIC
Well thats fantastic of you.,1-RAPPORT,0,4-LOGIC
I feel like together we made a small difference in the world today. ,1-RAPPORT,0,4-LOGIC
I wish you a happy rest of your weekend.,1-RAPPORT,0,4-LOGIC
And it was a pleasure chatting with you today. ,1-RAPPORT,0,4-LOGIC
That's something I do from time to time when I'm asked to donate--but only for charities I trust.,1-RAPPORT,0,4-LOGIC
So you're going to do 15 cents?,2-NEGOTIATE,0,4-LOGIC
I want to tell you a little about a charity called Save the Children.,1-RAPPORT,0,4-LOGIC
Save the Children also a great and very professional organization.,5-AUTHORITY,0,4-LOGIC
They are credentialed internationally and have a great reputation for using their money wisely.,5-AUTHORITY,0,4-LOGIC
Children everyday are dying of hunger and violence so it's really important to donate to help them.,3-EMOTION,0,4-LOGIC
"They provide medical treatments, education, food assistance and training to help children get resources they need now, but also to help them learn to provide for themselves.",3-EMOTION,0,4-LOGIC
How much do you like to donate to the charity now?,2-NEGOTIATE,0,4-LOGIC
Oh of course labor day weekend is always a fun holiday.,1-RAPPORT,0,4-LOGIC
"Oh that\'s nice of you, have you heard of ""Save the Children\'?",1-RAPPORT,0,4-LOGIC
"Oh that\'s nice of you,",1-RAPPORT,0,4-LOGIC
"Yes, I am today and was wondering would you like to donate to it also with the funds you get for this task?",2-NEGOTIATE,0,4-LOGIC
"I understand but you dont have to donate a large amount, it's for a good cause. ",2-NEGOTIATE,0,4-LOGIC
You can start off with donating $0.50?,2-NEGOTIATE,0,4-LOGIC
"Ok cool, whats your plans for Labor day?",1-RAPPORT,0,4-LOGIC
"Sounds like fun, have a great time with the baby shower and it was great speaking with you.",1-RAPPORT,0,4-LOGIC
Very helpful to save the children life.,1-RAPPORT,0,4-LOGIC
Are you familiar with the charity Save the Children?,1-RAPPORT,0,4-LOGIC
"Helping families with children through crisis periods in their lives like relief after hurricanes, flooding, and earthquakes.",3-EMOTION,0,4-LOGIC
We are also accepting donations to aid refugees and to assist with housing needs.,3-EMOTION,0,4-LOGIC
"Of course, anything above that would be greatly appreciated. ",2-NEGOTIATE,0,4-LOGIC
A $2 donation from the heart is better than no donation at all!,1-RAPPORT,0,4-LOGIC
Your support is greatly appreciated.,1-RAPPORT,0,4-LOGIC
Wouldn't you consider it worth the effort to donate the entire $2 for charity.,2-NEGOTIATE,0,4-LOGIC
Thank you for your continued support and donation.,1-RAPPORT,0,4-LOGIC
"Millions of children are facing the threat of starvation, illness, and homelessness while we speak.",3-EMOTION,0,4-LOGIC
Additional support from your church group is much appreciated as well.,1-RAPPORT,0,4-LOGIC
"Again, thank you for your support and commitment to Save the Children. ",1-RAPPORT,0,4-LOGIC
But there are millions of other children throughout the world that need our assistance.,3-EMOTION,0,4-LOGIC
I understand.,1-RAPPORT,0,4-LOGIC
"Again, thank you for being part of the solution.",1-RAPPORT,0,4-LOGIC
"It's so important to take care of our children, and this charity really works to help give them the best life possible.",3-EMOTION,0,4-LOGIC
It's so nice to hear people that really care about this cause too!,1-RAPPORT,0,4-LOGIC
Would you be willing to donate to the charity today?,2-NEGOTIATE,0,4-LOGIC
What can I do to help convince you to make a donation at this time?,2-NEGOTIATE,0,4-LOGIC
"How much money will 2 dollars get you for gas though, when it can literally save someone's life",3-EMOTION,0,4-LOGIC
Are you sure that this is your final decision?,2-NEGOTIATE,0,4-LOGIC
I don't want to call you a selfish person because I don't know you but I'm shocked at how someone can be so callous.,7-PRESSURE,0,4-LOGIC
I also donate 20 hours a week with a youth counsel organization to help talk to children with depression and who struggle with substance abuse issues. ,1-RAPPORT,0,4-LOGIC
"This is part of my volunteer service, trying to recruit people to donate.",1-RAPPORT,0,4-LOGIC
Are you sure you won't even donate a quarter to help try to save a child's life? ,2-NEGOTIATE,0,4-LOGIC
Would you donate if I could guarantee you that I was not getting any compensation? ,2-NEGOTIATE,0,4-LOGIC
I would appreciate it if some of the funds could be donated.,2-NEGOTIATE,0,4-LOGIC
Almost 100 years!,5-AUTHORITY,0,4-LOGIC
Do you think you would be willing to donate a portion of your earnings?,2-NEGOTIATE,0,4-LOGIC
There are children dying in Syria who can benefit from the donation.,3-EMOTION,0,4-LOGIC
Yeah I stronlgly believe we should all pitch in and help.,2-NEGOTIATE,0,4-LOGIC
How about I match you on what you decide you can afford to donate.,2-NEGOTIATE,0,4-LOGIC
If you donate 30% I will donate 50% if you donate higher I will increase mine accordingly.,2-NEGOTIATE,0,4-LOGIC
Those kids suffer quite a lot and dont really have anyone to help them. ,3-EMOTION,0,4-LOGIC
"I know I have never met you ,but I feel so good to be working with you to help someone even if it is such a small amount it makes me feel glad.",1-RAPPORT,0,4-LOGIC
Yeah I agree 100% with you.,1-RAPPORT,0,4-LOGIC
I have been to other countries that are very poor and it is Amazing how much a little donation will make a BIG differance in these childrens lives.,3-EMOTION,0,4-LOGIC
Well nice talking to you so I am going to Donate 70% and you will do the 30% .Good Deal and hope this will help others.,1-RAPPORT,0,4-LOGIC
Are you interested in Save the Children?,1-RAPPORT,0,4-LOGIC
I think it says 1919!,5-AUTHORITY,0,4-LOGIC
How much do you like to donate to the charity now?,2-NEGOTIATE,0,4-LOGIC
That's a great offer!,1-RAPPORT,0,4-LOGIC
One of the things I love to do is helping other by making donations.,1-RAPPORT,0,4-LOGIC
Can you mention your favorite charity?,1-RAPPORT,0,4-LOGIC
That's nice of you!,1-RAPPORT,0,4-LOGIC
Have you heard of Save the Children?,1-RAPPORT,0,4-LOGIC
And I applaud you for doing the same.,1-RAPPORT,0,4-LOGIC
I knew a couple of kids that died from hunger but this organization will try to decrease this horrible situations from happening.,3-EMOTION,0,4-LOGIC
I would like you to donate at least half of your money doing this hit to save children its your moral obligation.,2-NEGOTIATE,0,4-LOGIC
Not as much as the starving children in Syria who don't even have a phone/desktop to do this hit.,3-EMOTION,0,4-LOGIC
"I hope you feel guilty for not helping the kids now, because this is just your time.",3-EMOTION,0,4-LOGIC
I'm pretty sure we can and i'm pretty sure that you buy frivolous things that you don't need when the money can be going towards a good cause.,3-EMOTION,0,4-LOGIC
I'm not trying to get money from you in the streets for my own cauase this is for something bigger than you or I,3-EMOTION,0,4-LOGIC
Can I ask if you are someone who is interested in charitable organizations?,1-RAPPORT,0,4-LOGIC
That is very good to hear and I thank you for helping others.,1-RAPPORT,0,4-LOGIC
And people can be sure that their money is being well spent when they donate because 86% of all expenditures go to program services.,5-AUTHORITY,0,4-LOGIC
"Please also be aware that Save the Children even does work in countries like war torn Syria where 1,000 children were injured or killed in the first 2 months of 2018 alone. ",3-EMOTION,0,4-LOGIC
How much do you like to donate to the charity now? ,2-NEGOTIATE,0,4-LOGIC
I and the organization very much appreciate it.,1-RAPPORT,0,4-LOGIC
excuse me.. that was a typo my friend.,1-RAPPORT,0,4-LOGIC
okay thats fine its your personal preference.,4-LOGIC,1,4-LOGIC
"there could be, i am not denying it.",4-LOGIC,1,4-LOGIC
understand but thats not the point though.,4-LOGIC,1,4-LOGIC
"Have you heard of the charity ""Save the Children""?",1-RAPPORT,0,4-LOGIC
These donations help save kids for gorilla war fare and allow them to experience some sort of childhood,3-EMOTION,0,4-LOGIC
I'm so happy to hear that!,1-RAPPORT,0,4-LOGIC
We need more supporters like you!,1-RAPPORT,0,4-LOGIC
Do you have any friends you'd be willing to compel to donate to save the children? ,2-NEGOTIATE,0,4-LOGIC
We are all rewarded when we help the less fortunate!,3-EMOTION,0,4-LOGIC
I really appreciate your support. ,1-RAPPORT,0,4-LOGIC
Your support will do so much for children in need,3-EMOTION,0,4-LOGIC
"Okay, well do you donate much?",1-RAPPORT,0,4-LOGIC
Not even one cent?,2-NEGOTIATE,0,4-LOGIC
"Of course, I just think if I donate one cent and you donate one cent then we can both contribute.",2-NEGOTIATE,0,4-LOGIC
"I understand that, I thought that myself until I heard about the awful conditions some of these kids are going through.",3-EMOTION,0,4-LOGIC
"I've read story after story of these poor kids being abused, starved, and dying in the streets. It breaks my heart. ",3-EMOTION,0,4-LOGIC
According to their statistics they said scored an 87% for transparency and communication of expenditure based on their own research.,5-AUTHORITY,0,4-LOGIC
I just read that they actually helped over 237k children the US too!,5-AUTHORITY,0,4-LOGIC
"Then I stumbled on ""Charity Navigator"" which helps choose charities to donate too and they scored quite highly.",5-AUTHORITY,0,4-LOGIC
"I have a special, special request for a special person like you.",1-RAPPORT,0,4-LOGIC
"I was thinking the same thing, actually.",1-RAPPORT,0,4-LOGIC
"I was thinking the same thing, actually. Have you heard of the group named Save the Children?",1-RAPPORT,0,4-LOGIC
It's so sad that so many children are dying in developing countries and war zones.,3-EMOTION,0,4-LOGIC
"I head of one child who was in the middle of a war-torn city in Syria, who was cut off from food and water, and died.",3-EMOTION,0,4-LOGIC
"That's very, very nice of you!",1-RAPPORT,0,4-LOGIC
As we need to maximize help I would recommend you donate a maximum amount.,2-NEGOTIATE,0,4-LOGIC
So you think that you want donate around 18?,2-NEGOTIATE,0,4-LOGIC
A few bucks goes a long way in these places.,2-NEGOTIATE,0,4-LOGIC
"I am also here to help children in underprivileged areas, by supporting the Save the Children Charity  ",1-RAPPORT,0,4-LOGIC
"They work to get food, medical help and education to poor children in under developed countries.",3-EMOTION,0,4-LOGIC
It is. and they need you help.,2-NEGOTIATE,0,4-LOGIC
And as I said we definitely need your help.,2-NEGOTIATE,0,4-LOGIC
I'm talking to people today about donating to an organization very special to me.,1-RAPPORT,0,4-LOGIC
Have you felt inclined to donate to any charity before?,1-RAPPORT,0,4-LOGIC
Are you able to set aside a small amount today for Save the Children?,2-NEGOTIATE,0,4-LOGIC
What is your primary mode of donation?,1-RAPPORT,0,4-LOGIC
I'm sorry to hear that. I lost my grandmother to breast cancer and lymphoma.,1-RAPPORT,0,4-LOGIC
"Save the Children helps to ensure children's rights to health, education, and safety.",3-EMOTION,0,4-LOGIC
Do you donate to charities often?,1-RAPPORT,0,4-LOGIC
Wow! John Cena is amazing.,1-RAPPORT,0,4-LOGIC
Bill Nye the Science Guy helps educate the children.,5-AUTHORITY,0,4-LOGIC
Save the Children also gained attention by being sponsored by the UN.,5-AUTHORITY,0,4-LOGIC
Our founder also won a Nobel Peace Prize a few years ago.,5-AUTHORITY,0,4-LOGIC
"So you are donating $10 to Save the Children, right?",2-NEGOTIATE,0,4-LOGIC
People like you make the world better.,1-RAPPORT,0,4-LOGIC
Millions of Syrian children have grown up facing the daily threat of violence.,3-EMOTION,0,4-LOGIC
"In the first two months of 2018 alone, 1,000 children were reportedly killed or injured in intensifying violence.",3-EMOTION,0,4-LOGIC
Small donations will indeed help a lot of children and their families.,3-EMOTION,0,4-LOGIC
Would you like to donate?,2-NEGOTIATE,0,4-LOGIC
Have you ever heard of save the children? ,1-RAPPORT,0,4-LOGIC
Children in other countries are suffering with no help in sight.,3-EMOTION,0,4-LOGIC
I also help children as well because my son was born and had to placed in the NICU for sugar problems.,1-RAPPORT,0,4-LOGIC
Me too!,1-RAPPORT,0,4-LOGIC
Just think you it's only 1-2 bucks and you will be helping a poor innocent child in a war torn country.,3-EMOTION,0,4-LOGIC
"Could you imagine, running around barefoot, in rubble, being a three year old, crying, hungry, and looking for help help.",3-EMOTION,0,4-LOGIC
You hear gunshots all around you and the sound of bombs exploding in the distance. ,3-EMOTION,0,4-LOGIC
Just think that could be your child... Wouldn't you want any funding you could receive so your child could benefit! ,3-EMOTION,0,4-LOGIC
God bless us with people like you so others won't have to suffer alone.,1-RAPPORT,0,4-LOGIC
Your generosity is greatly appreciated!! ,1-RAPPORT,0,4-LOGIC
Remember it's not about how much you donate but that fact that you donated... ,1-RAPPORT,0,4-LOGIC
I have two ,1-RAPPORT,0,4-LOGIC
I saw the same news article and the judge just awarded him all the money!,1-RAPPORT,0,4-LOGIC
I understand your concern because it's mine as well. ,1-RAPPORT,0,4-LOGIC
Thank you for donating and I hope you have a great day!,1-RAPPORT,0,4-LOGIC
The organization depends on monetary donations to help provide safety to children.,3-EMOTION,0,4-LOGIC
I like the idea that as little as 77 cents can provide positive gain for the organization,2-NEGOTIATE,0,4-LOGIC
Hello how do you feel about the Save the Children charity?,1-RAPPORT,0,4-LOGIC
They do so much good in the world yes there are hungry kids here but millions of Syrian children have grown up facing the daily threat of violence. ,3-EMOTION,0,4-LOGIC
"In the first two months of 2018 alone, 1,000 children were reportedly killed or injured in intensifying violence.",3-EMOTION,0,4-LOGIC
How about the fact that they have been around for over 100 years scams do not stay around that long ,4-LOGIC,1,4-LOGIC
What about the after school programs they have right here in the US or the head start programs that they offer in many rural areas?,4-LOGIC,1,4-LOGIC
Just because it is not happening somewhere that you see everyday does not mean that it does not exsist.,4-LOGIC,1,4-LOGIC
They actually fund the head start that my child will be going to till fall. ,1-RAPPORT,0,4-LOGIC
Right now save the children has a partnership that will double any donation made so any little bit would help,2-NEGOTIATE,0,4-LOGIC
I mean because you personally have never seen it means it does not happen yeah totally.  Stupid,4-LOGIC,1,4-LOGIC
