text,gold,label,binary_label
I wish I can sit and share the dinner with you tonight dear,1-RAPPORT,0.0,0
,8-NO-PERSUASION,0.0,0
Enjoy your dinner,1-RAPPORT,0.0,0
Brb,8-NO-PERSUASION,0.0,0
What's Brb?,8-NO-PERSUASION,0.0,0
It would be lovely to have dinner together. Are you going to have yours now too?,8-NO-PERSUASION,0.0,0
"Ok, bye have a nice evening!",8-NO-PERSUASION,0.0,0
Be right back,8-NO-PERSUASION,0.0,0
We use it more here in *location,8-NO-PERSUASION,0.0,0
Nope dear,1-RAPPORT,0.0,0
Duty call,5-AUTHORITY,0.0,0
"Ok, let me have my dinner first... I' m warming it up. Was just re-reading our chat! *heart gifs",8-NO-PERSUASION,0.0,0
Busy ?,8-NO-PERSUASION,0.0,0
"Sorry, i lay down on my bed after eating and closed my eyes for a moment!",8-NO-PERSUASION,0.0,0
But those beautiful hearts just woke me up! Than you so much!,8-NO-PERSUASION,0.0,0
"It,'s been a long long time since any guy has been so loving to me!",8-NO-PERSUASION,0.0,0
Are you getting ready for bed too? Do you want to say goodnight or chat some more?,8-NO-PERSUASION,0.0,0
"Just in çase, goodnight, and dreof me...♡",8-NO-PERSUASION,0.0,0
"Haha would love to stay here to crack jokes, tell you more about me and make you feel secured in my arms ,but unfortunately bed calls",1-RAPPORT,0.0,0
"Goodnight, my love",1-RAPPORT,0.0,0
"Pleasant dreams and sleep tight, my love",1-RAPPORT,0.0,0
May tomorrow be sunny and bright,1-RAPPORT,0.0,0
,8-NO-PERSUASION,0.0,0
And bring you closer to me…,1-RAPPORT,0.0,0
Same!,8-NO-PERSUASION,0.0,0
Have a good rest. I will too,1-RAPPORT,0.0,0
Kiss!,1-RAPPORT,0.0,0
"Ok, talk more soón Bye. pm",8-NO-PERSUASION,0.0,0
Knock knock,8-NO-PERSUASION,0.0,0
"Hi, how are you doing today?",8-NO-PERSUASION,0.0,0
I'll be going out to the ATM in a few minutes. Its a lovely day so I think I'll walk there and back. Its about 15 blocks away so should be back in an hour or maybe a bit longer.,8-NO-PERSUASION,0.0,0
Thanks for the flowers!,8-NO-PERSUASION,0.0,0
Hope to talk to you later! Bye for now.,8-NO-PERSUASION,0.0,0
I'll let you know when I'm back...,8-NO-PERSUASION,0.0,0
I'm back! Wondering what you are up to? Do you go out with your buddies evenings? Or on the weekends? Or do you have to work on weekends as well?,8-NO-PERSUASION,0.0,0
"So, let me know if you have time to chat...",8-NO-PERSUASION,0.0,0
Hello my life,1-RAPPORT,0.0,0
Hello! What are you up to?,8-NO-PERSUASION,0.0,0
I’m sorry honey about not being able to reply you since noon,1-RAPPORT,0.0,0
My job has been tight today,1-RAPPORT,0.0,0
I’m having so much to fix up here in base,5-AUTHORITY,0.0,0
No worries...,8-NO-PERSUASION,0.0,0
Are you still busy now?,8-NO-PERSUASION,0.0,0
,8-NO-PERSUASION,0.0,0
"I’m still busy tho honey ,but I don’t know why",1-RAPPORT,0.0,0
I can’t stay without you,1-RAPPORT,0.0,0
Or hearing from you,1-RAPPORT,0.0,0
I’m stopping by to check up on you,1-RAPPORT,0.0,0
Cause I can’t do without you,1-RAPPORT,0.0,0
I’m starting to get stuck to you honey,1-RAPPORT,0.0,0
That's nice of you. If you need to get back to whatever..,8-NO-PERSUASION,0.0,0
I could leave you messages for you to read later!,8-NO-PERSUASION,0.0,0
"I could tell you about my day and plans for weekend, etc.",8-NO-PERSUASION,0.0,0
I'm fine. I had a good night's sleep last night.,8-NO-PERSUASION,0.0,0
"was a lovely spring day, sunny at last after 3 weeks of rain",8-NO-PERSUASION,0.0,0
Tomorrow I will hopefully be having someone over to help with weeding my small garden,8-NO-PERSUASION,0.0,0
"we celebrate Mother's day, but I'm not sure what my family is planning. We might postpone till next weekend.",8-NO-PERSUASION,0.0,0
Beautiful I’m with you for now till I get call back to the board room,1-RAPPORT,0.0,0
I wish I was there to help you with the weeds,1-RAPPORT,0.0,0
I won’t like you going through much stress,1-RAPPORT,0.0,0
"That's fine, don't worry about it",8-NO-PERSUASION,0.0,0
Oh it’s Mother’s,8-NO-PERSUASION,0.0,0
I will also be celebrating you my love as a blessed mother,1-RAPPORT,0.0,0
I'd like that too! Your help in spirit is appreciated!,8-NO-PERSUASION,0.0,0
,8-NO-PERSUASION,0.0,0
You are the best I’ve ever met in my life,1-RAPPORT,0.0,0
Alright honey,1-RAPPORT,0.0,0
How was your day sweetheart,1-RAPPORT,0.0,0
Board room on a night? No rest for the wicked! Ha ha,8-NO-PERSUASION,0.0,0
"It was fine, not too stressful at all. I will probably watch a movie later.",8-NO-PERSUASION,0.0,0
Do you have to work on weekends too?,8-NO-PERSUASION,0.0,0
"Haha babe, I only rest when I’m not in the base",1-RAPPORT,0.0,0
I signed for this remember,5-AUTHORITY,0.0,0
To serve and protect,5-AUTHORITY,0.0,0
No matter how when or what,8-NO-PERSUASION,0.0,0
"Ok, I guess.. Being the big brass has its responsibilities!!!!",8-NO-PERSUASION,0.0,0
Are you the top brass over there or are there a lot of other Generals?,8-NO-PERSUASION,0.0,0
Dont answer if that is confidential!!!,8-NO-PERSUASION,0.0,0
"We are 8 generals controlling the base under the UN Order, so to us are assigned departments to take care of,and yes I do have few boss that I also work under their commands but they are not stationed generals",1-RAPPORT,0.0,0
This is just the little I can discuss though honey,8-NO-PERSUASION,0.0,0
I understand!,8-NO-PERSUASION,0.0,0
"Yes I work weekends also babe,but I can wish to sit right on my couch through out any day I feel like",1-RAPPORT,0.0,0
Did you enjoy your day ?,1-RAPPORT,0.0,0
What are your plans for the weekend apart from the celebrati,1-RAPPORT,0.0,0
"Yes my day was ok, nothing to write home about",8-NO-PERSUASION,0.0,0
,8-NO-PERSUASION,0.0,0
"Just doing chores, and walking to the bank, nothing special except the sun finally was out!",8-NO-PERSUASION,0.0,0
Not sure about's plans because its also my niece's birthday. We might postpone celebrating until the following.,8-NO-PERSUASION,0.0,0
My niece is also my God daughter,8-NO-PERSUASION,0.0,0
She has an *age* year old girl h,8-NO-PERSUASION,0.0,0
Herself!,8-NO-PERSUASION,0.0,0
"Also, never married and is alone now",8-NO-PERSUASION,0.0,0
"She is a *occupation* and I'm very proud of her as she is also President of an ONG called *name* and she travels a lot giving lectures, or has articles written about her in magazines, been on Tv and Radio shows.",8-NO-PERSUASION,0.0,0
She is my eldest niece. Her name is *name* and her daughter is called *name*.,8-NO-PERSUASION,0.0,0
"My second niece in *location* is called *name*, and she has a little boy nearly *age* yrs old called *name",8-NO-PERSUASION,0.0,0
Also unmarried!,8-NO-PERSUASION,0.0,0
My youngest niece is called *name* and she is still single with no kids.,8-NO-PERSUASION,0.0,0
The only one who is properly married is my son *child’s name*! His wife is called *name* and their baby is *grandchild’s name* or *nickname*.,8-NO-PERSUASION,0.0,0
"So we have a lot of mothers to get together, also my sister *name",8-NO-PERSUASION,0.0,0
Too many names to remember???,8-NO-PERSUASION,0.0,0
"Wow I love it that you are able to share so much with me,I’m beginning to feel welcome into your life honey ....I can’t wait to meet all your family",1-RAPPORT,0.0,0
Before stealing you away to the *location,8-NO-PERSUASION,0.0,0
"Ok, if you enjoy that I tell you about my family, I have plenty more!",8-NO-PERSUASION,0.0,0
These may seem like some silly questions for you... how t,8-NO-PERSUASION,0.0,0
how tall are you? how much do you weigh? any health issues?,8-NO-PERSUASION,0.0,0
Babe can we continue this in 1hr I’m about to go in with my te,1-RAPPORT,0.0,0
,8-NO-PERSUASION,0.0,0
Sure,8-NO-PERSUASION,0.0,0
That was me earlier,8-NO-PERSUASION,0.0,0
So much to do my live,1-RAPPORT,0.0,0
Love it!,8-NO-PERSUASION,0.0,0
My love,1-RAPPORT,0.0,0
Do you want me to go or you want me to stay here with you and get someone to fix it up?,8-NO-PERSUASION,0.0,0
I’m actually going to follow your reply tho honey,1-RAPPORT,0.0,0
If you need to be there thats ok...I'll be up later as I dont usually go to bed very early,8-NO-PERSUASION,0.0,0
Aww you so sweet dear,1-RAPPORT,0.0,0
Can I get some selfie from you now dear before heading in,2-NEGOTIATE,0.0,0
Duty comes first,5-AUTHORITY,0.0,0
So I can smile seeing you,7-PRESSURE,0.0,0
I'll check to see if I can send you a picture. You can see it when you get back.,8-NO-PERSUASION,0.0,0
Not such a great pic!!!,8-NO-PERSUASION,0.0,0
I'm not great at taking good selfies as this phone is new and I haven't figured out the camera yet.,8-NO-PERSUASION,0.0,0
My love you look perfect,1-RAPPORT,0.0,0
I will forever keep loving you,1-RAPPORT,0.0,0
I will be right back my love,1-RAPPORT,0.0,0
"Ok, talk later. Bye",8-NO-PERSUASION,0.0,0
You are my assurance *name,1-RAPPORT,0.0,0
,8-NO-PERSUASION,0.0,0
Kisses,1-RAPPORT,0.0,0
Thanks!,8-NO-PERSUASION,0.0,0
Over!,8-NO-PERSUASION,0.0,0
Yes darling,1-RAPPORT,0.0,0
Not for long honey,1-RAPPORT,0.0,0
But I’m here for some minutes I’m stressed out I need to get some rest soon my love,1-RAPPORT,0.0,0
Go to bed as soon as you have finished whatever you need to do... Rest and relax...,8-NO-PERSUASION,0.0,0
We can talk tomorrow anytime...,8-NO-PERSUASION,0.0,0
"Aww honey you so sweet,I wonder why God has kept you away from me for so long",1-RAPPORT,0.0,0
But yet I thank God for bringing you into my life,1-RAPPORT,0.0,0
You are joy to my life,1-RAPPORT,0.0,0
"All in His good time! Goodnight, my strong soldier!",8-NO-PERSUASION,0.0,0
"Good night, sweetheart, and may angels guard you as you sleep. Goodnight my love, goodnight my dear. It's just the night, though shall not fear, feel the warmth of my embrace and thank God for His grace.",1-RAPPORT,0.0,0
*I love you gif,1-RAPPORT,0.0,0
You are making it impossible for me not to love you back!,8-NO-PERSUASION,0.0,0
What you brought tears to my eyes!,8-NO-PERSUASION,0.0,0
Talk tomorrow ok?,8-NO-PERSUASION,0.0,0
Good night my life am,1-RAPPORT,0.0,0
"Every day I waking up happy, because I know I starting my day by wishing good morning to you. For my beautiful lady,I send lovely good morning wishes with gifts for you to make your day enjoyable. I wish your morning and day is as brighter and fresh as the sun shining out. Have a good morning.",1-RAPPORT,0.0,0
"Thank you, slept in this morning! Couldnt sleep last night. Need to have brunch now and work with gardners. Have a good day! Talk later maybe?",8-NO-PERSUASION,0.0,0
,8-NO-PERSUASION,0.0,0
Hey honey it’s me again haha,1-RAPPORT,0.0,0
Why were you not able to sleep last night,1-RAPPORT,0.0,0
Guess I was thinking of you!,8-NO-PERSUASION,0.0,0
What are you up to?,8-NO-PERSUASION,0.0,0
Let me know if you will be available later!,8-NO-PERSUASION,0.0,0
I’m always available for you my love,1-RAPPORT,0.0,0
You were on my mind all day,1-RAPPORT,0.0,0
You’ve been all all have been thinking about,1-RAPPORT,0.0,0
You are all over my mind *name,1-RAPPORT,0.0,0
"Ok, I did something a bit impulsive last night! Check your gmail I sent you some pictures quite randomly! Check spfolder! Subject line is Surprise from *name*!",8-NO-PERSUASION,0.0,0
Really babe,1-RAPPORT,0.0,0
You do ?,8-NO-PERSUASION,0.0,0
"Yeah, I could not sleep!",8-NO-PERSUASION,0.0,0
Ha ha!,8-NO-PERSUASION,0.0,0
Yeah yeah I’m heading to check my mail my love,1-RAPPORT,0.0,0
Ok,8-NO-PERSUASION,0.0,0
Babe I did not get anything,1-RAPPORT,0.0,0
is your email *email address* or *name* with a capital,8-NO-PERSUASION,0.0,0
"Ahh! Ok, I'll resend it then.",8-NO-PERSUASION,0.0,0
My email is *email address* honey,1-RAPPORT,0.0,0
,8-NO-PERSUASION,0.0,0
We can continue here honey,1-RAPPORT,0.0,0
"Ok, do i have to use *name* or *name* to resend the email?",8-NO-PERSUASION,0.0,0
"OK, Resent to both *name* and *name*. Hopefully you'll get it now.",8-NO-PERSUASION,0.0,0
If you still dont get it I'll resend again later tonight.,8-NO-PERSUASION,0.0,0
Do you know a General *name*?,8-NO-PERSUASION,0.0,0
"He just sent me a request to chat which I have not accepted so far, but I thought it was a bit of a coincidence!",8-NO-PERSUASION,0.0,0
Not planning to accept... just wondering where this guy is coming from,8-NO-PERSUASION,0.0,0
It’s alright babe,1-RAPPORT,0.0,0
I love,1-RAPPORT,0.0,0
No I don’t know any general carter,8-NO-PERSUASION,0.0,0
Can I see his profile honey,2-NEGOTIATE,0.0,0
"Funny, his picture is like yours, in uniform!",8-NO-PERSUASION,0.0,0
Hold on,8-NO-PERSUASION,0.0,0
Alright babe,1-RAPPORT,0.0,0
Can I have his Instagrusername,2-NEGOTIATE,0.0,0
"Thats what I was looking for but his request seems to have dissapeared! I dont remember it now. Dont worry, its not important!",8-NO-PERSUASION,0.0,0
How have you been today?,8-NO-PERSUASION,0.0,0
"I think his fake my love,Instagrblocked his profile cause someone might have report his account ,I’ve experience so much female here also with fake account",1-RAPPORT,0.0,0
"A fake account can’t last more than 2days on Instagrbabe,I’m so happy you did not reply him",1-RAPPORT,0.0,0
I told you I dont talk to strangers and i dont do internet dating! I thought you might have mentioned me to some of your buddies???,8-NO-PERSUASION,0.0,0
,8-NO-PERSUASION,0.0,0
So have you?,8-NO-PERSUASION,0.0,0
"No my love,I only mentioned about you with my daughter and her nanny alone",1-RAPPORT,0.0,0
I would never risk compromising you here in base,8-NO-PERSUASION,0.0,0
"Ok, I havent told anyone either! do you have any pictures of *child’s name*?",8-NO-PERSUASION,0.0,0
Wow! So cute!!!,8-NO-PERSUASION,0.0,0
You are so cute too babe,1-RAPPORT,0.0,0
I got the mail,8-NO-PERSUASION,0.0,0
” Really?,8-NO-PERSUASION,0.0,0
Yes my love,1-RAPPORT,0.0,0
Can you see the pictures?,8-NO-PERSUASION,0.0,0
"Wow honey I’m so happy to be part of your life,I’m so happy to see your past pictures,I’m so happy that you are part of my life",1-RAPPORT,0.0,0
And I will always appreciate God for bonding us together from above,1-RAPPORT,0.0,0
I love seeing the pictures from your past and your kids and grandchildren,1-RAPPORT,0.0,0
You have such a cute family too my love,1-RAPPORT,0.0,0
Thank you! Which picture did you like best?,8-NO-PERSUASION,0.0,0
Why is she wearing glasses?,8-NO-PERSUASION,0.0,0
Love that hair!,8-NO-PERSUASION,0.0,0
Lovely smile! Awww!,8-NO-PERSUASION,0.0,0
I love everything my love,1-RAPPORT,0.0,0
You look great in those hairs,1-RAPPORT,0.0,0
,8-NO-PERSUASION,0.0,0
You are so beautiful my love,1-RAPPORT,0.0,0
And I love the picture you were on the beach with your son,1-RAPPORT,0.0,0
In your red swimming suit,8-NO-PERSUASION,0.0,0
Then you on the horse with your son,8-NO-PERSUASION,0.0,0
I'd love to share all my pictures with you someday... if you have time send me some of yourself!,8-NO-PERSUASION,0.0,0
I will send them now my love,1-RAPPORT,0.0,0
"Asking again, why is *child’s name* wearing glasses? Does she need them?",8-NO-PERSUASION,0.0,0
I have to download some of them from my google drive,8-NO-PERSUASION,0.0,0
One minute babe,8-NO-PERSUASION,0.0,0
Ok tak,8-NO-PERSUASION,0.0,0
Take your time,8-NO-PERSUASION,0.0,0
Yes my love she need them cause of her sight,1-RAPPORT,0.0,0
For reading or all day?,8-NO-PERSUASION,0.0,0
Yes babe,8-NO-PERSUASION,0.0,0
She has more passion for her books,1-RAPPORT,0.0,0
She wants to be a medical doctor one at,1-RAPPORT,0.0,0
One day,8-NO-PERSUASION,0.0,0
"Thats wonderful. There are a lot of doxtors in my family, my maternal grandfather, my uncle also on my mothers side and my sister *name* in *location",8-NO-PERSUASION,0.0,0
My mother wanted to be a nurse,8-NO-PERSUASION,0.0,0
"But ended up as a Secretary, but later cares for her parents",8-NO-PERSUASION,0.0,0
,8-NO-PERSUASION,0.0,0
"Another thing in common, both our children wear glasses. Even my grandson wears baby glasses",8-NO-PERSUASION,0.0,0
Wow,8-NO-PERSUASION,0.0,0
Are you serious,1-RAPPORT,0.0,0
We so much have allot in common babe,1-RAPPORT,0.0,0
We have been bond together from above my love,1-RAPPORT,0.0,0
I have the pictures now,8-NO-PERSUASION,0.0,0
Fine!,8-NO-PERSUASION,0.0,0
Yes I'm serious!,8-NO-PERSUASION,0.0,0
I always marvel about how you found me through a Call The Mudwife comment! How likely is that!,8-NO-PERSUASION,0.0,0
Midwife*,8-NO-PERSUASION,0.0,0
Do you even watch that show or like it???,8-NO-PERSUASION,0.0,0
Aww! All the pictures are lovely! I love the one where she's wearing a hat!,8-NO-PERSUASION,0.0,0
So now I have a much better picture of why you love your little princess so much!,8-NO-PERSUASION,0.0,0
How do you communicate with her? Are you able to phone her from the base?,8-NO-PERSUASION,0.0,0
Adorable!!!! Both of you!,8-NO-PERSUASION,0.0,0
Is that the Nanny in the white hat?,8-NO-PERSUASION,0.0,0
Thank you honey,1-RAPPORT,0.0,0
Or was that your wife?,8-NO-PERSUASION,0.0,0
Yes my love,1-RAPPORT,0.0,0
My daughter got her cute face from her,8-NO-PERSUASION,0.0,0
,8-NO-PERSUASION,0.0,0
They are both so pretty!,8-NO-PERSUASION,0.0,0
Thanks honey,1-RAPPORT,0.0,0
You are also pretty my love,1-RAPPORT,0.0,0
Not that much!!!,8-NO-PERSUASION,0.0,0
And no one will occupy your space in my heart,1-RAPPORT,0.0,0
Babe they are so much that I appreciate in you,1-RAPPORT,0.0,0
Allot that’s making me stick to your butt,1-RAPPORT,0.0,0
Haha,8-NO-PERSUASION,0.0,0
But you really mean everything to me,1-RAPPORT,0.0,0
Lmao,8-NO-PERSUASION,0.0,0
"Ok, lets get serious here ha ha",8-NO-PERSUASION,0.0,0
What have you been doing all day besides hanging out with me? Not so busy? Just chilling?,8-NO-PERSUASION,0.0,0
My gardners didnt show up so I'm a bit frustrated about that! Glad I have you to keep me company!,8-NO-PERSUASION,0.0,0
Are you multitasking?,8-NO-PERSUASION,0.0,0
Yes babe,8-NO-PERSUASION,0.0,0
Did you call your gardeners yet,8-NO-PERSUASION,0.0,0
To confirm why they were not around ?,8-NO-PERSUASION,0.0,0
Its too late now. Sun is going down.,8-NO-PERSUASION,0.0,0
"My day have been free a bit, compared to yesterday",1-RAPPORT,0.0,0
So are you at your appartment now?,8-NO-PERSUASION,0.0,0
,8-NO-PERSUASION,0.0,0
Do you have a house or an appartment in *location*?,8-NO-PERSUASION,0.0,0
Yes babe drinking whisky with a colleague,1-RAPPORT,0.0,0
Going out later?,8-NO-PERSUASION,0.0,0
Just a little apartment that can take me and two of my boys,1-RAPPORT,0.0,0
On the base?,8-NO-PERSUASION,0.0,0
Yes babe I will be heading out soon to confirm some assignments,1-RAPPORT,0.0,0
I can’t go outside the base babe,8-NO-PERSUASION,0.0,0
Just only during emergency,5-AUTHORITY,0.0,0
Or I have meeting outside the base,8-NO-PERSUASION,0.0,0
And I will be going with my convoy,8-NO-PERSUASION,0.0,0
Surely there are places on base you can go to for recreation?,8-NO-PERSUASION,0.0,0
Yes honey we have officers mess for fun,1-RAPPORT,0.0,0
"Ok, so thats where you meet on a Saturday night?",8-NO-PERSUASION,0.0,0
"Yes babe,but I often stay inside my apartment,my face is too big to always been seen at the mess room",8-NO-PERSUASION,0.0,0
Cmon I have all I need right here inside my apartment,8-NO-PERSUASION,0.0,0
If I need any new stuff all I need to do is to send one of my boys to get it for me,5-AUTHORITY,0.0,0
Ok I understand!,8-NO-PERSUASION,0.0,0
Just dont drink too much!,8-NO-PERSUASION,0.0,0
"Btw, do you drink a lot?",8-NO-PERSUASION,0.0,0
"On average, how much a day?",8-NO-PERSUASION,0.0,0
,8-NO-PERSUASION,0.0,0
Lol babe I drink below average,8-NO-PERSUASION,0.0,0
Trust me,8-NO-PERSUASION,0.0,0
I don’t drink that much,8-NO-PERSUASION,0.0,0
"Ok, i believe you. You wouldnt have got far with your career if you did!",8-NO-PERSUASION,0.0,0
"Just asked because *child’s name*'s father was an alcoholic. He's been sober for many years now, but it affected both our lives at the time.",8-NO-PERSUASION,0.0,0
I think its important for us to share life stories so forgive me for bombarding you with questions!,8-NO-PERSUASION,0.0,0
Oh I’m sorry about that honey,1-RAPPORT,0.0,0
Sure it’s alright,8-NO-PERSUASION,0.0,0
Can I take 2hrs off babe,8-NO-PERSUASION,0.0,0
I have to head out ASAP,8-NO-PERSUASION,0.0,0
Okay! Move it then! Just received another request from the general *name* guy with a torally different pucture! Instead of a guy in uniform now its a couple in bed! I will report whoever this is!,8-NO-PERSUASION,0.0,0
Picture,8-NO-PERSUASION,0.0,0
Username is *username,8-NO-PERSUASION,0.0,0
One sec babe,8-NO-PERSUASION,0.0,0
So I can check it,8-NO-PERSUASION,0.0,0
"Ok, thanks",8-NO-PERSUASION,0.0,0
Babe I just report him also,8-NO-PERSUASION,0.0,0
Good,8-NO-PERSUASION,0.0,0
"He’s not real,block him",4-LOGIC,1.0,1
I already did,8-NO-PERSUASION,0.0,0
,8-NO-PERSUASION,0.0,0
And this is why I really don’t like texting on Instagram,4-LOGIC,1.0,1
Alright thanks honey,1-RAPPORT,0.0,0
I prefer texting on tho hangout,8-NO-PERSUASION,0.0,0
We can do Hangouts.,8-NO-PERSUASION,0.0,0
Alright I will text you as soon as I get back,3-EMOTION,0.0,0
"Bye, bye love. Bye bye happiness!",1-RAPPORT,0.0,0
And make sure you don’t fall for another man coming calming to be Mr *name* or anyone else,7-PRESSURE,0.0,0
Alright bye sweetheart,1-RAPPORT,0.0,0
Lol,8-NO-PERSUASION,0.0,0
"You the jealous possesive type, huh? I like that!",8-NO-PERSUASION,0.0,0
Ttyl,8-NO-PERSUASION,0.0,0
????,8-NO-PERSUASION,0.0,0
Not familiar with Ttyl,8-NO-PERSUASION,0.0,0
True to you love? Just guessing! pm,8-NO-PERSUASION,0.0,0
I’m back my queen,1-RAPPORT,0.0,0
It’s talk to you later,8-NO-PERSUASION,0.0,0
What do you mean by this babe,8-NO-PERSUASION,0.0,0
True to you love? Just guessing! ??,8-NO-PERSUASION,0.0,0
"Obviously I'm not familiar with some of the abbreviations you use, so I tried to guess",8-NO-PERSUASION,0.0,0
"So, did you get your job done?",8-NO-PERSUASION,0.0,0
,8-NO-PERSUASION,0.0,0
Alright babe whenever you don’t get any of my abbreviations just let me know,1-RAPPORT,0.0,0
Sure babe I fixed it up,1-RAPPORT,0.0,0
True to you love? Just guessing!,8-NO-PERSUASION,0.0,0
Dont laugh at me!!!,8-NO-PERSUASION,0.0,0
"We were talking about you being the jealous type, etc",8-NO-PERSUASION,0.0,0
Yes I’m a little bit a jealous type,1-RAPPORT,0.0,0
When's your birthday?,8-NO-PERSUASION,0.0,0
*birthday* babe you ?,1-RAPPORT,0.0,0
Does that mean you are Scorpio or Capricorn?,8-NO-PERSUASION,0.0,0
Mine *birthday* and I'm Aquarius.,8-NO-PERSUASION,0.0,0
Scorpion honey,8-NO-PERSUASION,0.0,0
Oh great,8-NO-PERSUASION,0.0,0
Did you have plans for your birthday yet?,1-RAPPORT,0.0,0
"Not that I believe in horoscopes, but i do believe more or less in General characteristics of Sun Signs",8-NO-PERSUASION,0.0,0
"No, no plans",8-NO-PERSUASION,0.0,0
But I know that Scorpion and Aquarious feel attracted to each other! Wow,8-NO-PERSUASION,0.0,0
Another sign honey,8-NO-PERSUASION,0.0,0
Do you have plans for your birthday?,8-NO-PERSUASION,0.0,0
Not sure yet babe,1-RAPPORT,0.0,0
When is *child’s name*'s B'day?,8-NO-PERSUASION,0.0,0
,8-NO-PERSUASION,0.0,0
Same month babe,1-RAPPORT,0.0,0
But she’s *date,8-NO-PERSUASION,0.0,0
*date*?,8-NO-PERSUASION,0.0,0
Yes babe,8-NO-PERSUASION,0.0,0
So you would want to visit with her for both your birthdays!,8-NO-PERSUASION,0.0,0
Can you arrange that or do you not get to choose when you can take a break,8-NO-PERSUASION,0.0,0
"That’s it babe I don’t get to chose my break ,I already used up my 4 exit card",1-RAPPORT,0.0,0
That must be hard for you.,8-NO-PERSUASION,0.0,0
But I’m done with the job once my my contract with them is over,8-NO-PERSUASION,0.0,0
It’s very hard on me,3-EMOTION,0.0,0
Very hard,3-EMOTION,0.0,0
"Yes, and if you keep busy time will fly!",8-NO-PERSUASION,0.0,0
Since when have you been with UN?,8-NO-PERSUASION,0.0,0
Forever or were you doing something else before?,8-NO-PERSUASION,0.0,0
I got promoted to the UN Military 6years ago honey for 7 years contract,5-AUTHORITY,0.0,0
I was with the *location* Military before I got redeployed,5-AUTHORITY,0.0,0
So tell me is *child’s name* in school? Preschool? First grade?,8-NO-PERSUASION,0.0,0
What school?,8-NO-PERSUASION,0.0,0
First grade babe,8-NO-PERSUASION,0.0,0
How is your week moving babe,1-RAPPORT,0.0,0
,8-NO-PERSUASION,0.0,0
Pretty much as usual,8-NO-PERSUASION,0.0,0
I'll be busy on the weekend,8-NO-PERSUASION,0.0,0
On Saturday my sister *name* who is a psychologist is presenting a book she so we are all going to that.,8-NO-PERSUASION,0.0,0
And we'll be celebrating postponed Mothers day and my niece's birthday,8-NO-PERSUASION,0.0,0
Yeah about your nieces birthday what are your plans,1-RAPPORT,0.0,0
And are you bringing the Gardner tomorrow?,1-RAPPORT,0.0,0
Tea at my sisters house,8-NO-PERSUASION,0.0,0
"No, he doesnt works",8-NO-PERSUASION,0.0,0
So no extra fun,8-NO-PERSUASION,0.0,0
After the tea,8-NO-PERSUASION,0.0,0
I will have to try and catch him...or do the job myself,8-NO-PERSUASION,0.0,0
"Well, my other nieces are both music teachers and my sister loves to sing, they all play instruments, so we usually end up with songs and dancing",8-NO-PERSUASION,0.0,0
I took dancing lessons all my life since I was 18..,8-NO-PERSUASION,0.0,0
Stopped for a few years after having *child’s name*... but took it up again later,8-NO-PERSUASION,0.0,0
Do you like dancing or do you have two left feet?,8-NO-PERSUASION,0.0,0
Really you love dancing,8-NO-PERSUASION,0.0,0
Yes I love dancing also,1-RAPPORT,0.0,0
Ok then! One more tick on the scoreboard!,8-NO-PERSUASION,0.0,0
"I thought you""d be more into sports",8-NO-PERSUASION,0.0,0
My sister *name* is a tennis fanatic! She still plays every day at age *number*!!!,8-NO-PERSUASION,0.0,0
,8-NO-PERSUASION,0.0,0
I once love playing basketball,1-RAPPORT,0.0,0
And running is another good sport I loved doing,8-NO-PERSUASION,0.0,0
I liked tennis but I hate the competitive spirit which spoiled the relationship between me and my sisters as we were growing up,8-NO-PERSUASION,0.0,0
My parents were also very sports minded,8-NO-PERSUASION,0.0,0
"I was the black sheep, tended towards more artistic activities after school",8-NO-PERSUASION,0.0,0
"Like painting,",8-NO-PERSUASION,0.0,0
Cool,1-RAPPORT,0.0,0
Nice to hear that,1-RAPPORT,0.0,0
Sculpture,8-NO-PERSUASION,0.0,0
Dance,8-NO-PERSUASION,0.0,0
Literature and Poetry etc.,8-NO-PERSUASION,0.0,0
You really had so much to explore while growing up,8-NO-PERSUASION,0.0,0
My parents used to drag me to the Club to watch field hockey games,8-NO-PERSUASION,0.0,0
Every weekend,8-NO-PERSUASION,0.0,0
So I sat in the car with a book,8-NO-PERSUASION,0.0,0
My mother and *name* were both selected to represent *location* in Int'l hockey championships,8-NO-PERSUASION,0.0,0
Are you serious,8-NO-PERSUASION,0.0,0
This is big,1-RAPPORT,0.0,0
Yes. My parents actually met at the *location* playing tennis.,8-NO-PERSUASION,0.0,0
They both worked for *company,8-NO-PERSUASION,0.0,0
,8-NO-PERSUASION,0.0,0
Oh that’s awesome honey,1-RAPPORT,0.0,0
So babe I thought about something,8-NO-PERSUASION,0.0,0
"So the Jealous part,I want us to henceforth text using the hangouts",8-NO-PERSUASION,0.0,0
I don’t want Instagrmen to steal you away from me honey,8-NO-PERSUASION,0.0,0
Ye of little faith!!!,8-NO-PERSUASION,0.0,0
But sure!,8-NO-PERSUASION,0.0,0
Hahaha,8-NO-PERSUASION,0.0,0
I should block all the followers that find me on Instagr,8-NO-PERSUASION,0.0,0
Its just time consuming!,8-NO-PERSUASION,0.0,0
Trust me I have much stronger faith than you do babe,8-NO-PERSUASION,0.0,0
Not that babe,8-NO-PERSUASION,0.0,0
That is too much,8-NO-PERSUASION,0.0,0
